> BG_1
-176.182 -20.1056
-176.122 -19.8843
-176.079 -19.8141
-176.027 -19.6508
-175.979 -19.3865
-176.549 -19.2174
-176.57 -18.9752
-176.587 -18.8364
-176.584 -18.7684
-176.551 -18.6855
-176.511 -18.6002
-176.44 -18.4723
-176.346 -18.3068
-176.33 -18.2666
-176.297 -18.1308
-176.304 -18.0551
-176.403 -17.8727
-176.462 -17.731
-176.532 -17.574
-176.625 -17.3992
-176.713 -17.2194
-176.82 -17.0344
-176.921 -16.8772
-177.068 -16.7246
-177.201 -16.5746
-177.364 -16.437
-177.513 -16.3196
-177.678 -16.1769
-177.664 -16.1065
-177.634 -16.0236
-177.575 -15.9611
-177.493 -15.8989
-177.384 -15.8066
-177.248 -15.7096
-177.13 -15.5594
-177.73804 -15.38671
-178.077 -15.8664
-178.579 -16.0835
-179.082 -16.2994
-179.399 -16.6448
-179.717 -16.9897
-179.948 -17.4581
-180.0 -17.5625686695279
> BU_1
96.2 15.2
95.8 15.8
94.0 15.8
93.4623 14.3885
93.1486 14.16671
92.94567 13.86038
92.74846 13.55041
92.46925 12.88236
92.22145 12.20007
92.15228 12.03551
92.10161 11.86465
92.08451 11.7081
92.08505 11.55047
92.09689 11.22081
92.12698 10.89236
92.75325 10.80235
93.6681 10.70605
94.4146 10.679
94.8068 11.1876
95.1546 12.053
95.5046 12.918
95.8571 13.7825
96.5031 14.1292
96.2 15.2
> CA_1
-69.0549 13.6436
-68.42259 13.6195
-67.79376 13.55266
-67.47053 13.46864
-67.17696 13.31093
-66.90421 13.06038
-66.6556 12.78453
-66.15821 12.25682
-65.64211 11.74748
-65.37748 11.50451
-65.10244 11.27346
-64.8192 11.10566
-64.50533 11.00477
-64.17444 10.95727
-63.84006 10.9459
-63.66963 10.94798
-63.49923 10.95441
-63.32527 10.96295
-63.15383 10.99003
-63.02525 11.03703
-62.8993 11.09107
-62.74097 11.13289
-62.57699 11.14206
-62.40354 11.14124
-62.23167 11.1619
-62.05578 11.21668
-61.8865 11.28971
-61.55971 11.4651
-61.24119 11.65542
-60.96229 11.85456
-60.40002 12.1504
-60.23618 12.83306
-60.53655 13.67957
-60.91885 14.14378
-61.30114 14.44416
-61.71074 14.82645
-62.03842 15.39989
-62.42072 16.10986
-62.7757 16.81984
-63.02146 17.36597
-63.26722 17.74827
-63.48568 18.13056
-63.67682 18.45824
-63.94989 18.59477
-64.25 17.85
-64.6 17.3
-65.75 17.3
-66.14123 17.56612
-66.46423 17.46883
-66.84271 17.3886
-67.22582 17.33379
-67.94176 17.25932
-68.66095 17.2471
-69.36142 17.37209
-70.00561 17.67393
-71.7 17.0
-72.8 17.8
-74.0 17.8
-75.2 17.15
-75.75 16.55
-76.15 16.15
-77.25 16.15
-80.3 17.95
-81.6248 17.8016
-82.2442 17.6907
-82.8646 17.6257
-83.7058 17.4809
-84.2479 17.344
-84.9097 17.1066
-85.6714 16.911
-86.3195 16.6945
-86.9661 16.4759
-86.74678 16.49015
-86.59058 16.47894
-86.45267 16.39445
-86.30022 16.28073
-86.13714 16.18375
-86.1347 16.1827
-85.81038 16.09451
-85.4837 16.00387
-85.36092 15.92631
-85.27977 15.80775
-85.29091 15.64343
-85.37783 15.49833
-85.55035 15.22828
-85.69569 14.94238
-85.85285 14.6473
-86.03304 14.36554
-86.23052 14.08787
-86.16772 13.87331
-86.08256 13.70299
-85.90007 13.42317
-85.80275 13.16769
-85.70542 12.99736
-85.49859 12.74188
-85.40127 12.54722
-85.29177 12.36473
-85.12145 12.04842
-85.04846 11.87809
-84.8538 11.62261
-84.67131 11.34279
-82.0 9.8
-81.0 9.8
-78.0 10.25
-77 10
-76.5944 10.09
-76.4559 10.3285
-76.2748 10.5744
-76.0645 10.765
-75.905 11.0873
-75.6313 11.39
-75.3703 11.5948
-75.1228 11.7645
-74.7964 11.9138
-74.4764 12.0208
-74.3066 12.2243
-74.0577 12.3863
-73.8738 12.7431
-73.632 13.0583
-73.3032 13.2898
-72.9161 13.3675
-72.4282 13.4097
-71.8397 13.4647
-71.1949 13.5029
-70.54667 13.63756
-69.0549 13.6436
> CL_1
138.309 9.19616
137.982 8.5336
137.529 7.87117
137.144 7.61961
136.759 7.36771
136.183 6.98895
135.415 6.89507
134.521 6.99019
134.269 6.61025
133.989 6.33263
133.674 6.15594
133.429 5.96222
133.308 5.73427
133.24 5.34909
133.189 5.0162
133.032 4.78754
132.911 4.45382
132.79 4.11986
132.74 3.69833
132.795 3.31224
132.85 2.90828
132.817 2.53873
132.766 2.25688
132.734 1.72846
132.72 1.16455
132.651 0.81158
132.515 0.01706
132.824 -0.0429
133.327 -0.14569
133.899 0.05668
134.471 0.25904
134.938 0.42124
135.656 -0.02304
136.451 -0.22814
136.943 -0.42228
137.435 -0.61639
138.054 -0.71816
138.674 -0.81985
138.793 -1.15941
139.257 -1.38997
139.805 -1.55742
140.226 -1.76738
140.837 -1.89328
141.195 -2.16673
141.594 -2.27205
141.868 -2.39843
142.246 -2.6931
142.394 -2.46221
142.626 -1.91593
142.922 -1.45354
143.26 -1.15956
143.808 -0.95057
144.357 -0.74188
145.033 -0.53411
145.497 -0.47327
145.919 -0.34916
146.595 -0.29022
147.059 -0.29351
147.354 -0.27465
147.859 -0.42635
148.344 -0.40946
148.724 -0.39186
148.913 -0.45692
149.27 -0.65021
149.251 -0.39698
149.191 -0.14324
149.112 0.40626
148.863 0.93659
148.7 1.48745
148.684 2.05827
148.668 2.62928
148.694 3.13658
148.191 3.77564
147.772 4.39257
147.425 4.76546
147.078 5.13818
146.73 5.51071
146.382 5.88304
146.001 6.16022
145.471 6.35347
145.067 6.50348
144.664 6.61101
144.026 6.67698
143.558 6.80532
143.07 7.16576
142.666 7.38844
142.262 7.61077
141.517 8.11804
141.048 8.3925
140.579 8.66639
139.886 8.86631
139.192 9.06494
138.359 9.37865
138.309 9.19616
> CO_1
-86.9749 10.5473
-87.4621 11.0959
-87.8901 11.3967
-88.319 11.6968
-88.9197 11.9992
-89.619 12.2948
-90.2927 12.5426
-90.898 12.5837
-91.3079 12.8322
-91.7186 13.0801
-92.0632 13.2712
-92.2724 13.2233
-92.5992 13.498
-92.9619 13.7221
-93.3094 13.7932
-93.6558 14.0161
-94.0552 14.2221
-94.5422 14.4786
-94.8729 14.6998
-95.117 14.8866
-95.4663 15.0902
-95.7986 15.2765
-96.219 15.3609
-96.727 15.3601
-97.2174 15.3584
-97.6914 15.508
-98.1657 15.6399
-98.5878 15.7715
-99.0281 15.9191
-99.4347 16.134
-99.806 16.298
-100.336 16.4424
-100.867 16.6363
-101.703 17.0256
-102.432 17.2799
-103.2 17.6155
-103.792 17.92
-104.191 18.1383
-104.406 18.209
-104.725 18.3684
-104.843 17.6895
-105.006 17.0
-105.36888 16.99942
-105.398 16.2605
-105.357 15.5576
-105.32 15.1076
-104.69 15.2745
-104.563 14.6722
-104.437 14.0698
-104.181 13.3284
-103.927 12.5868
-103.772 11.8904
-103.875 11.8723
-103.807 11.4045
-103.739 10.9366
-103.628 10.2746
-103.598 10.1232
-104.296 10.0171
-104.296 9.17474
-104.258 8.45574
-104.229 8.34001
-103.595 8.37048
-102.961 8.39993
-102.81 7.79085
-102.659 7.18172
-102.558 6.35535
-102.457 5.52897
-102.32 4.65326
-102.184 3.77753
-102.259 3.75071
-102.199 3.45816
-102.219 3.23869
-102.193 3.07219
-102.145 2.88876
-102.118 2.89294
-102.096 2.79833
-102.109 2.78564
-102.068 2.63532
-101.878 2.64213
-101.697 2.63971
-101.49 2.60499
-101.512 2.23226
-101.203 2.24142
-101.196 2.1989
-101.067 2.21046
-100.644 2.2044
-100.394 2.2065
-100.066 2.20704
-100.047 2.29966
-99.9129 2.27227
-99.8108 2.2726
-99.7389 2.26882
-99.657 2.19007
-98.9175 2.11218
-98.8886 2.21253
-98.3674 2.14463
-97.8463 2.07656
-97.5512 2.08841
-97.5851 1.89824
-96.88 1.88568
-96.175 1.87283
-96.1202 2.23785
-95.2241 2.22175
-95.1982 2.50694
-94.4044 2.43994
-93.6107 2.37248
-92.9279 2.29988
-92.2451 2.22695
-92.0902 2.19975
-92.1183 1.99009
-91.5376 2.01117
-91.5608 1.81659
-90.6973 1.73615
-90.6632 1.12041
-89.7836 1.0729
-88.9041 1.02514
-88.0245 0.97714
-87.145 0.92891
-86.2656 0.88046
-85.3861 0.8318
-85.3494 1.64441
-84.5759 1.59812
-84.5713 2.06618
-84.5667 2.53424
-84.4671 3.11226
-83.9225 3.13869
-83.3779 3.16485
-82.8064 3.11792
-82.625 3.5949
-82.625 4.07188
-82.625 4.56303
-82.625 5.05417
-82.625 5.83296
-82.625 6.56231
-82.6249 7.11804
-82.6248 7.36639
-83.0742 7.59169
-83.2331 7.84854
-83.3599 7.92759
-83.6054 8.04445
-83.8377 8.18189
-84.0072 8.30028
-84.1577 8.47377
-84.4187 8.63674
-84.6858 8.77169
-85.0438 8.93723
-85.3805 9.08908
-85.6124 9.20327
-85.9105 9.42337
-86.2036 9.68364
-86.4487 9.9383
-86.648 10.235
-86.9749 10.5473
> CP_1
68.0731 -7.64768
67.6424 -8.02709
68.039 -8.49189
67.5648 -8.8814
67.0896 -9.27031
67.378 -9.62999
66.9195 -9.99041
66.46 -10.3502
66.7874 -10.762
66.1674 -11.21
66.4182 -11.559
65.6978 -12.0185
66.033 -12.4258
66.3692 -12.8327
65.8205 -13.2681
66.2097 -13.7773
65.9278 -13.9791
66.2076 -14.3387
66.4883 -14.698
66.8882 -15.2696
67.2902 -15.8215
67.3827 -15.9419
67.033 -16.1389
67.4105 -16.6587
66.7081 -17.0901
66.1428 -17.4501
65.5424 -17.783
65.0073 -18.0579
65.2639 -18.4432
65.5217 -18.8281
66.0333 -19.5775
66.428 -20.0783
66.7513 -19.8703
67.0404 -20.2181
67.3095 -20.0725
67.593 -20.3689
67.7679 -20.28
67.8967 -20.469
68.2125 -20.2907
68.5592 -20.7119
68.2768 -20.8777
68.6529 -21.4495
69.2017 -22.0877
68.7967 -22.387
69.1621 -22.8305
69.5577 -23.3731
69.8497 -23.7087
69.4016 -24.0396
69.6804 -24.3686
69.9393 -24.6785
69.5921 -24.9701
70.0896 -25.4825
69.9595 -25.6512
70.4086 -26.0604
70.6654 -25.9124
70.9943 -26.1873
71.1354 -26.0831
71.58 -26.4544
71.7166 -26.3857
72.0656 -26.656
72.0084 -26.7182
72.4626 -27.1462
72.9202 -27.5728
73.1227 -27.4458
73.3995 -27.655
73.5342 -27.5698
73.9685 -27.9442
74.4058 -28.3173
74.33658 -28.13919
74.22486 -28.04442
74.11323 -27.94964
74.00867 -27.86036
73.92875 -27.75182
73.82032 -27.51585
73.71208 -27.27989
74.41604 -27.31532
75.1054 -27.18612
75.41831 -27.02713
75.71516 -26.83875
76.2257 -26.87516
76.8035 -26.85109
77.35722 -26.87516
77.93503 -26.92331
78.48875 -26.97146
78.94618 -26.73071
79.52398 -26.36959
80.02956 -26.10476
80.46291 -25.83994
80.92034 -25.59918
81.23332 -25.43066
81.73889 -25.11768
82.10002 -24.87693
82.46114 -24.63618
82.7982 -24.37135
83.25562 -24.10653
83.61675 -23.86578
84.02603 -23.57688
84.4353 -23.33612
84.77235 -23.11945
85.0131 -22.90277
85.0131 -22.51757
84.96495 -22.03607
85.0131 -21.57864
84.96495 -21.12122
84.94088 -20.71194
84.89273 -20.11006
84.9168 -19.65264
84.86865 -19.02668
84.89273 -18.61741
84.8205 -18.13591
84.84458 -17.7507
84.8205 -17.29328
84.84458 -16.95623
84.84458 -16.47472
84.86865 -16.04137
84.84458 -15.58395
84.84458 -15.03022
84.77235 -14.52464
84.8205 -14.11537
84.79643 -13.58571
84.79643 -13.15236
84.79643 -12.71901
84.77235 -12.26158
84.79643 -11.85231
84.74828 -11.44303
84.7242 -11.03375
84.77235 -10.48003
84.6279 -9.95037
84.0501 -9.9263
83.42415 -9.87815
82.82227 -9.85407
82.31669 -9.85407
81.73889 -9.87815
81.32962 -9.80593
80.63144 -9.80593
80.14994 -9.75778
79.69251 -9.7337
79.21101 -9.78185
78.58505 -9.68555
78.0554 -9.70962
77.42945 -9.6374
76.85165 -9.56517
76.322 -9.49295
75.79234 -9.42072
75.21454 -9.27627
74.66081 -9.17997
74.05894 -9.13182
73.50521 -9.01145
72.95148 -8.867
72.46998 -8.79477
71.84403 -8.6744
71.07363 -8.50587
70.37545 -8.33734
69.82172 -8.28919
69.2323 -8.28907
69.0145 -7.47733
68.93257 -7.17163
68.64861 -7.18712
68.53527 -7.19002
68.42197 -7.19153
68.35981 -7.20031
68.30631 -7.23025
68.23266 -7.27926
68.15893 -7.3282
68.05209 -7.22778
67.8113 -7.2525
68.0731 -7.64768
> EA_1
-114.567 -23.0236
-114.875 -23.0396
-114.962 -23.1789
-115.183 -23.237
-115.254 -23.3975
-115.599 -23.4684
-115.424 -23.8844
-115.402 -24.0174
-115.482 -24.1051
-115.912 -24.2418
-115.968 -24.3829
-116.184 -24.4583
-116.225 -24.5558
-116.099 -24.8475
-116.49 -25.172
-116.353 -25.4158
-116.028 -25.6738
-115.769 -25.9677
-115.518 -26.2434
-115.291 -26.4659
-115.105 -26.604
-114.526 -26.7251
-113.944 -26.7897
-113.75886 -26.79866
-113.608 -26.8088
-112.976 -26.8302
-112.947 -26.7241
-112.684 -26.8009
-112.658 -26.5538
-112.683 -26.2823
-112.672 -26.0379
-112.62 -25.9342
-112.55 -25.9259
-112.541 -25.7874
-112.455 -25.786
-112.437 -25.6827
-112.364 -25.6637
-112.366 -25.5642
-112.388 -25.4292
-112.443 -25.1985
-112.453 -25.0594
-111.978 -25.0266
-111.977 -24.8907
-112.048 -24.6591
-112.103 -24.4485
-112.123 -24.2224
-112.098 -24.1104
-111.713 -24.032
-111.763 -23.8598
-111.832 -23.7275
-111.864 -23.475
-111.871 -23.3267
-111.8119 -23.27298
-111.97753 -23.22863
-112.17064 -23.20333
-112.3967 -23.17192
-112.62338 -23.14461
-113.04928 -23.11011
-113.47626 -23.10144
-113.91616 -23.10786
-114.35405 -23.07645
-114.52379 -23.02098
-114.55644 -22.94968
-114.567 -23.0236
> EU_1
-29.335 39.315
-29.2971 39.2554
-29.2603 39.2502
-29.1881 39.2786
-29.1472 39.2937
-29.0904 39.3232
-29.0495 39.3382
-28.9819 39.3656
-28.9505 39.3789
-28.8946 39.412
-28.8529 39.3725
-28.7812 39.2993
-28.7454 39.2626
-28.6863 39.2144
-28.666 39.179
-28.6192 39.1208
-28.5665 39.1299
-28.4836 39.1558
-28.4522 39.1339
-28.4204 39.0927
-28.3955 39.058
-28.3649 39.0204
-28.3421 38.9931
-28.2919 38.9394
-28.2155 38.9524
-28.1199 38.9685
-28.0588 38.9827
-27.9546 39.0041
-27.7933 38.9998
-27.7223 38.9416
-27.6797 38.9136
-27.6061 38.8635
-27.5588 38.8363
-27.4844 38.7824
-27.2394 38.7796
-27.2033 38.6999
-27.1743 38.6658
-27.129 38.607
-27.0895 38.5706
-27.0289 38.4911
-27.0068 38.4635
-26.9408 38.4003
-26.9006 38.3601
-26.8299 38.2782
-26.718 38.4202
-26.6474 38.3576
-26.6141 38.324
-26.5323 38.2554
-26.4943 38.2225
-26.4166 38.1493
-26.3787 38.1164
-26.3021 38.0468
-26.1714 38.036
-26.0752 37.9655
-26.0432 37.9355
-25.9162 37.8386
-25.8081 37.8783
-25.7341 37.8159
-25.6984 37.7902
-25.6332 37.7225
-25.5384 37.8181
-25.4638 37.7517
-25.4265 37.7185
-25.3547 37.6633
-25.2671 37.7692
-25.1013 37.6463
-24.9835 37.6441
-24.9315 37.6091
-24.8915 37.5839
-24.8451 37.5519
-24.8164 37.5328
-24.7748 37.5001
-24.7332 37.4673
-24.6669 37.411
-24.7022 37.3519
-24.7379 37.2733
-24.7495 37.2174
-24.6805 37.1267
-24.6345 37.0946
-24.5541 37.0172
-24.5002 36.9707
-24.4337 36.9105
-24.3846 36.8633
-24.3111 36.7925
-24.2554 36.781
-24.1461 36.7885
-24.0456 36.7548
-23.5697 36.6459
-22.8933 36.702
-22.216 36.7543
-21.5072 36.8197
-20.7973 36.8809
-20.2403 36.9543
-19.6823 37.0251
-19.64644 37.2603
-19.29342 37.36567
-18.93654 37.45661
-18.61029 37.54346
-18.29169 37.6554
-17.96591 37.79114
-17.65257 37.95318
-17.3498 38.15101
-17.05872 38.36581
-16.45031 38.795
-15.78883 39.13464
-15.08194 39.34341
-14.35641 39.47946
-13.59807 39.59082
-12.83579 39.6707
-12.08395 39.6948
-11.34209 39.58378
-11.02454 39.45942
-10.74486 39.26546
-10.5224 38.99654
-10.33533 38.70023
-9.92912 38.08796
-9.42171 37.56117
-9.11805 37.38335
-8.78008 37.28629
-8.42664 37.24533
-8.07215 37.21403
-7.70872 37.17009
-7.35079 37.09454
-7.16484 37.0352
-6.88106 37.11706
-6.59737 37.16639
-6.30135 37.26507
-5.98066 37.42541
-5.54896 37.53642
-5.08026 37.69676
-4.56222 37.83244
-4.29087 37.91878
-3.95785 38.02979
-3.67416 38.06679
-3.35347 38.15313
-2.88477 38.27647
-2.50241 38.36281
-2.15705 38.44915
-1.81169 38.53549
-1.51567 38.62183
1.19611 39.0
1.19611 36.47581
1.93232 36.69649
2.67546 36.89235
3.43732 37.05048
4.21082 37.13199
4.96638 37.12997
5.72178 37.10228
5.97383 37.154
6.71754 37.2467
7.7062 37.44133
8.66179 37.71435
9.61738 37.71435
10.39095 37.98738
11.39204 38.30591
9.8 39.0
9.8 43.35687
8.93481 43.81191
8.16124 44.26695
7.29666 44.63098
6.25007 45.08602
5.39779 45.4125
5.43421 45.9414
5.47133 46.4703
6.08291 47.1498
6.98268 47.616
7.58001 47.8931
8.18373 48.1671
8.9462 48.5489
10.3971 48.5124
11.8454 48.4576
13.29 48.3847
14.73 48.2938
16.1644 48.185
17.4729 47.9377
18.7686 47.6756
20.051 47.3991
21.3196 47.1085
22.7215 46.9235
24.1133 46.7216
25.4943 46.5029
26.8638 46.2677
28.1236 45.8932
29.3662 45.505
29.4316 44.9155
28.7647 43.9824
28.1184 43.0456
28.4264 42.2748
28.7269 41.5032
29.0302 40.9861
30.0071 41.0682
30.7745 40.901
31.1161 40.9149
31.4817 40.9786
32.3925 41.1601
33.4053 41.3231
34.2864 41.4587
34.8317 41.4231
35.5272 41.3018
36.1686 41.1487
37.062 40.9003
38.0213 40.569
39.7187 41.2464
39.6289 41.9978
39.537 42.7492
38.4557 43.3178
37.3541 43.8761
36.2319 44.4236
36.17304 44.53326
36.33102 45.07122
36.2557 45.5628
37.8023 45.6363
39.3523 45.6889
40.7322 45.5185
42.1034 45.3316
43.4651 45.1284
44.8168 44.9091
45.8029 44.511
46.7755 44.1044
47.7346 43.6898
48.6692 43.2158
49.5893 42.7343
50.4952 42.2455
51.387 41.7498
52.265 41.2472
53.2921 40.9502
54.3099 40.6442
55.4221 40.6049
56.5328 40.555
57.6417 40.4945
58.8105 40.7758
60.0 40.8714
61.14219 40.84721
62.09728 40.84721
63.08911 40.88394
63.89727 41.21047
65.18298 41.77374
66.32175 42.41047
67.16664 43.10435
68.26868 43.32476
69.29724 43.54516
70.03193 43.74516
70.87682 43.92884
71.79519 44.3023
72.89722 44.78598
74.10946 45.18292
75.10129 45.02679
76.09312 44.86353
76.90128 44.94107
77.48903 45.19209
78.15025 45.77984
78.77474 46.14106
79.25229 46.37575
79.2931 46.69004
79.70065 47.01248
80.13392 48.04717
80.13392 48.85533
80.24412 49.88389
80.26249 50.48083
80.298 51.3539
80.26249 51.93184
80.17065 52.42775
80.09718 52.99714
80.13392 53.54816
80.02371 54.13591
80.00535 54.57672
81.03391 54.72366
82.04411 54.79713
82.68696 54.77876
83.34818 54.79713
84.13797 54.83386
84.70736 54.8706
85.49715 54.9808
86.37878 54.96243
87.33388 54.9808
88.32571 55.05427
89.13387 55.01754
89.97876 55.0359
90.80528 54.72366
91.3872 54.482
92.8183 54.5193
94.2514 54.5397
95.6853 54.5431
97.1189 54.5296
98.4251 54.2635
99.7141 53.9834
101.212 53.3071
102.663 52.6126
103.601 52.1002
104.42 51.4267
105.058 51.7648
105.705 52.0994
106.362 52.4305
107.029 52.7578
107.706 53.0813
108.393 53.4009
108.691 54.1503
109.0 54.8989
109.375 55.3308
109.758 55.7616
110.924 56.2207
112.305 56.2954
113.656 56.4179
115.015 56.5256
116.382 56.6184
117.253 56.8021
118.133 56.9796
119.021 57.1509
119.918 57.3159
120.851 57.3021
121.784 57.2814
122.715 57.2538
123.645 57.2194
124.573 57.1781
125.499 57.1299
126.96 56.7741
128.393 56.4015
129.798 56.0127
130.747 55.8611
131.688 55.7022
132.674 55.4913
133.65 55.2726
135.138 55.0602
136.61 54.8299
137.918 54.5883
139.211 54.3328
140.145 54.1028
141.278 54.0742
142.409 54.0349
142.179 54.5738
141.943 55.1123
141.7 55.6503
141.451 56.1878
141.535 56.6581
141.621 57.1283
141.709 57.5985
141.8 58.0686
141.893 58.5387
141.988 59.0087
142.086 59.4786
142.187 59.93262
142.187 61.93262
142.943 62.1817
143.715 62.5107
144.502 62.8351
145.306 63.1449
146.008 63.5867
145.43521 64.1674
144.76244 64.49597
144.10398 64.78362
143.43345 65.04217
143.08856 65.17679
142.74536 65.31597
142.57562 65.37933
142.40665 65.44447
142.333 65.47658
142.27281 65.52737
142.2291 65.53437
142.24225 65.53507
142.30244 65.53074
142.38855 65.53109
142.47474 65.53109
142.63581 65.53
142.79696 65.52726
143.1144 65.51573
143.43121 65.49321
144.0393 65.38807
144.65011 65.31914
143.9976 65.60393
143.3164 65.81359
142.62018 65.99748
141.915 66.14138
141.5872 66.18096
141.25785 66.20599
140.93756 66.23759
140.63018 66.32838
140.50655 66.39228
140.38269 66.45564
140.23036 66.52268
140.08127 66.59668
139.85575 66.78967
139.76686 67.06854
139.74404 67.2481
139.66358 67.41099
139.52555 67.5713
139.36804 67.71295
139.02786 67.97089
138.71035 68.25366
138.51083 68.60409
138.40128 68.99471
138.34232 69.18867
138.073 69.2675
135.289 69.6909
134.84075 69.69085
135.54308 69.39775
136.26397 69.15362
136.33669 69.13207
136.40957 69.11107
134.88292 69.1526
133.34929 69.23499
131.84902 69.35824
130.34789 69.47639
128.8121 69.80656
127.612 70.0073
125.479 70.534
123.278 71.1352
121.835 71.5246
120.332 71.9026
119.445 72.4102
118.507 72.9136
117.634 73.7955
117.979 74.6798
118.0414 75.09329
118.42328 75.59308
119.42996 76.28504
120.5544 76.77809
121.90721 77.30982
123.26715 77.82338
123.9718 78.05315
124.66128 78.3203
125.08609 78.598
125.49203 78.84909
125.188 78.9901
123.408 79.7593
122.639 80.2061
121.898 80.6434
121.004 81.1146
119.984 81.5953
119.1 82.0874
117.755 82.2981
117.171 82.5394
116.582 82.7402
115.793 83.0141
115.258 83.1508
114.558 83.3209
113.723 83.5124
112.843 83.6744
111.974 83.8238
110.959 83.9655
109.727 84.1097
108.939 84.1936
107.709 84.2946
106.759 84.3686
105.302 84.4855
103.943 84.5785
102.918 84.6639
99.4436 84.9108
98.5682 84.9604
97.2727 85.0279
95.8392 85.1018
94.1554 85.1545
92.3129 85.2292
89.9804 85.2957
88.4863 85.3456
86.8021 85.4175
84.8021 85.4998
83.1425 85.556
81.1027 85.6388
78.4034 85.7682
76.326 85.9167
75.0293 85.9885
72.9842 86.1063
70.9259 86.2026
68.2081 86.3058
69.7522 86.4724
66.301 86.6065
66.5438 86.6549
62.4625 86.7548
61.5056 86.8049
58.0178 86.7875
54.5614 86.7459
50.7696 86.706
47.5235 86.6406
46.0625 86.5982
46.3137 86.5612
43.4795 86.4958
41.7555 86.4316
38.3013 86.2915
35.6067 86.1607
33.34 86.0534
30.9721 85.9083
29.2294 85.8101
28.1433 85.8745
27.4273 85.8674
25.3828 85.8591
23.347 85.8174
21.3426 85.7987
19.2845 85.6842
17.89 85.5912
16.0626 85.4855
14.6662 85.3797
13.242 85.2814
11.7036 85.1373
10.6588 85.067
9.8085 84.9579
8.93766 85.0094
8.13393 84.8982
6.6654 84.7622
5.1775 84.6321
4.50755 84.5702
4.03467 84.5969
3.84819 84.5611
3.02402 84.4618
2.23513 84.3435
1.30114 84.2233
0.40499 84.1017
-0.46912 83.9965
-1.20617 83.8642
-2.36257 83.6896
-3.20433 83.5703
-4.14804 83.4296
-5.15419 83.2491
-6.2343 83.0004
-7.2124 82.8685
-5.86541 82.6912
-5.00975 82.5194
-3.69993 82.3281
-3.79607 82.2903
-4.53664 82.0501
-5.03297 81.9128
-3.90911 81.6203
-4.15208 81.5521
-4.64116 81.3697
-3.45411 81.2505
-2.41413 81.1256
-2.77949 80.9929
-3.36375 80.7922
-2.94156 80.7555
-1.68388 80.6248
-2.34079 80.3704
-1.76559 80.3085
-0.96877 80.2132
-0.25072 80.1421
0.62793 80.0264
1.4866 79.9085
2.37761 79.7797
3.29588 79.6575
4.39026 79.5327
3.90068 79.228
3.43173 79.0302
3.85706 78.95
4.69068 78.8058
5.59209 78.641
6.77554 78.4438
7.78484 78.2347
7.82691 78.0903
7.77119 77.9112
7.88003 77.7119
7.809 77.4791
7.67201 77.1484
7.62226 76.9692
7.61545 76.7985
7.56302 76.6015
7.55713 76.4307
7.48044 76.279
7.51523 76.1167
7.59292 75.9807
7.60333 75.7289
7.84163 75.5273
7.94643 75.3817
8.2122 75.1882
8.46028 75.0755
8.63037 74.9462
8.78099 74.7631
8.98399 74.5426
9.13259 74.3772
9.15258 74.2327
9.20769 74.0964
9.20295 73.9795
9.13963 73.882
9.03691 73.7585
8.95698 73.7064
8.83803 73.6282
8.65212 73.5335
8.38583 73.4853
8.15023 73.4272
7.79122 73.3712
7.391 73.2524
7.07072 73.2035
6.78173 73.1448
6.05514 73.0188
5.58598 72.9243
4.96961 72.8205
4.2999 72.697
3.60937 72.5801
2.78103 72.4331
1.99058 72.3278
0.90072 72.1337
0.28107 72.0148
-0.39248 71.9105
-0.97503 71.8151
-1.74252 71.6851
-2.39894 71.5917
-2.93661 71.5002
-3.69231 71.398
-4.07245 71.4905
-4.36039 71.4324
-4.74125 71.3332
-5.15729 71.431
-5.69853 71.5398
-5.91711 71.4646
-6.33268 71.3872
-6.89992 71.2816
-7.37469 71.1248
-7.94124 71.2166
-9.39339 71.4561
-10.356 71.6145
-11.3695 71.7744
-11.7138 71.5878
-12.1057 71.3958
-12.3591 71.2522
-11.8649 71.1472
-11.3563 71.0519
-11.6689 70.8763
-12.0094 70.7065
-12.2549 70.563
-12.9046 70.6977
-13.3957 70.7716
-13.8924 70.8158
-14.0364 70.7261
-14.2367 70.5174
-14.4479 70.3539
-14.7339 70.3891
-15.0245 70.1685
-15.4245 69.8397
-15.7156 69.5499
-16.0335 69.2647
-16.2627 69.0379
-16.4874 68.8084
-17.1537 68.8649
-17.3917 68.6995
-17.8291 68.3998
-18.2203 68.0662
-18.4899 67.7376
-18.7562 67.4434
-19.0988 67.0581
-18.118 66.9337
-18.2473 66.7807
-17.4735 66.6852
-17.7178 66.3645
-16.5068 66.203
-16.5068 64.4892
-18.6261 64.1823
-19.0407 63.9849
-19.2377 63.6625
-20.0967 63.8494
-20.7313 63.8171
-21.2976 63.8672
-22.0656 63.7224
-22.5374 63.6361
-22.872 63.6673
-23.0586 63.6498
-23.3303 63.6508
-23.4873 63.5682
-23.7405 63.4737
-24.0095 63.3551
-24.2547 63.2297
-24.5193 63.1102
-24.7207 62.9922
-24.8881 62.9238
-25.0351 62.8003
-25.1564 62.71
-25.3112 62.6137
-25.4487 62.62
-25.6435 62.5031
-25.8748 62.3751
-26.1072 62.2373
-26.3089 62.105
-26.5265 61.9392
-26.768 61.8252
-27.0316 61.6654
-27.2257 61.532
-27.3888 61.3976
-27.5817 61.2519
-27.8545 61.0664
-28.0237 60.9563
-28.1924 60.8483
-28.4077 60.7045
-28.6416 60.5661
-28.8286 60.4186
